Repository,Language,Files,Blank,Comment,Code
mohitmishra786/just-some-comparisions,Rust,1,4,1,24
mohitmishra786/just-some-comparisions,TOML,1,1,0,9
mohitmishra786/just-some-comparisions,make,1,9,0,21
mohitmishra786/KernelKafe,CSS,2,49,3,251
mohitmishra786/KernelKafe,HTML,3,11,0,227
mohitmishra786/KernelKafe,Markdown,2,208,0,296
mohitmishra786/Leetcode-Study-Plan,C++,13,32,32,217
mohitmishra786/Leetcode-Study-Plan,Markdown,1,0,0,1
mohitmishra786/Leetcode-Study-Plan,Python,2,3,4,11
mohitmishra786/GFG-100-Days-Of-Code,C++,5,1,3,77
mohitmishra786/GFG-100-Days-Of-Code,Markdown,1,0,0,1
mohitmishra786/CS221_AI,Markdown,1,46,0,74
mohitmishra786/Mushroom-Classification-iNeuron.ai-,CSV,1,0,0,8125
mohitmishra786/Mushroom-Classification-iNeuron.ai-,Jupyter Notebook,2,0,2977,190
mohitmishra786/Mushroom-Classification-iNeuron.ai-,Markdown,1,0,0,1
mohitmishra786/Mushroom-Classification-iNeuron.ai-,YAML,1,4,6,12
mohitmishra786/Natural-Language-Processing-Specialization,CSV,2,0,0,16002
mohitmishra786/Natural-Language-Processing-Specialization,JSON,15,0,0,34964
mohitmishra786/Natural-Language-Processing-Specialization,Jupyter Notebook,73,0,71580,12230
mohitmishra786/Natural-Language-Processing-Specialization,Markdown,3,50,0,66
mohitmishra786/Natural-Language-Processing-Specialization,Python,13,284,307,1091
mohitmishra786/Natural-Language-Processing-Specialization,SVG,20,1,78,7055
mohitmishra786/Natural-Language-Processing-Specialization,Text,75,48456,0,470165
mohitmishra786/Virtual-Assistant,Markdown,2,18,0,38
mohitmishra786/Virtual-Assistant,Python,1,22,7,38
mohitmishra786/Chatbot,Jupyter Notebook,1,0,1263,331
mohitmishra786/Chatbot,Markdown,1,4,0,8
mohitmishra786/Welcome-to-Building-Transformer-Based-Natural-Language-Processing-Applications-,HTML,1,0,0,1
mohitmishra786/Welcome-to-Building-Transformer-Based-Natural-Language-Processing-Applications-,Jupyter Notebook,4,0,1292,204
mohitmishra786/Welcome-to-Building-Transformer-Based-Natural-Language-Processing-Applications-,Markdown,1,8,0,14
mohitmishra786/Sales_Data_Analysis,CSV,12,0,0,186862
mohitmishra786/Sales_Data_Analysis,Jupyter Notebook,1,0,3339,97
mohitmishra786/Sales_Data_Analysis,Markdown,1,9,0,20
mohitmishra786/my_first_blog,Markdown,1,0,0,1
mohitmishra786/Learn_Data_Science_in_3_Months,Markdown,1,23,0,52
mohitmishra786/Smart-Health,CSV,4,0,0,666
mohitmishra786/Smart-Health,HTML,2,2095,2,186797
mohitmishra786/Smart-Health,Jupyter Notebook,28,0,34885,40049
mohitmishra786/Smart-Health,Markdown,5,8,0,42
mohitmishra786/Smart-Health,Text,2,8,0,158
mohitmishra786/py,CSS,4,29,1,181
mohitmishra786/py,CSV,56,3,0,162584
mohitmishra786/py,HTML,3,18,3,237
mohitmishra786/py,JSON,2,0,0,2
mohitmishra786/py,JavaScript,3,15,31,118
mohitmishra786/py,Jupyter Notebook,111,0,102053,4492
mohitmishra786/py,Markdown,38,421,0,1118
mohitmishra786/py,Python,93,501,379,1799
mohitmishra786/py,Text,12,17,0,1136
mohitmishra786/py,XML,23,186,1079,351020
mohitmishra786/project-based-learning,Markdown,6,122,24,622
mohitmishra786/project-based-learning,YAML,2,0,6,19
mohitmishra786/MLOps-For-AI-Engineers,DOS Batch,2,15,1,38
mohitmishra786/MLOps-For-AI-Engineers,Markdown,3,1,0,4
mohitmishra786/MLOps-For-AI-Engineers,PowerShell,1,48,89,104
mohitmishra786/MLOps-For-AI-Engineers,Python,2,8,11,15
mohitmishra786/Hate-speech-detection,CSV,2,0,0,49161
mohitmishra786/Hate-speech-detection,Jupyter Notebook,18,0,86211,2044
mohitmishra786/Hate-speech-detection,Markdown,1,0,0,2
mohitmishra786/Hate-speech-detection,Text,1,1,0,0
mohitmishra786/Neural-Networks-from-Scratch,CSV,1,0,0,801
mohitmishra786/Neural-Networks-from-Scratch,Markdown,1,0,0,2
mohitmishra786/Neural-Networks-from-Scratch,Python,8,64,87,115
mohitmishra786/coding-interview-university,Markdown,28,8291,0,42398
mohitmishra786/coding-interview-university,Text,1,97,0,330
mohitmishra786/coding-interview-university,YAML,2,9,8,69
mohitmishra786/MLOPS-Course,Dockerfile,4,26,2,31
mohitmishra786/MLOPS-Course,JSON,8,0,0,2553
mohitmishra786/MLOPS-Course,Jupyter Notebook,9,0,12060,562
mohitmishra786/MLOPS-Course,Markdown,15,519,0,902
mohitmishra786/MLOPS-Course,Python,23,442,63,1270
mohitmishra786/MLOPS-Course,Text,5,0,0,49
mohitmishra786/MLOPS-Course,YAML,5,21,57,141
mohitmishra786/Career-Recommendation-System,CSV,1,0,0,144
mohitmishra786/Career-Recommendation-System,JSON,1,0,0,1
mohitmishra786/Career-Recommendation-System,Jupyter Notebook,32,0,524362,21009
mohitmishra786/Career-Recommendation-System,Markdown,15,71,0,294
mohitmishra786/Career-Recommendation-System,Python,5,96,132,270
mohitmishra786/Career-Recommendation-System,Text,4,88,0,1208
mohitmishra786/kickstart.nvim,Lua,9,146,530,555
mohitmishra786/kickstart.nvim,Markdown,4,69,5,210
mohitmishra786/kickstart.nvim,TOML,1,0,0,6
mohitmishra786/kickstart.nvim,Text,1,4,0,20
mohitmishra786/kickstart.nvim,YAML,1,2,1,18
mohitmishra786/Rescue-from-Git-Issues,Markdown,10,22,0,55
mohitmishra786/CohortLift,CSS,6,80,13,468
mohitmishra786/CohortLift,HTML,7,9,5,140
mohitmishra786/CohortLift,INI,1,3,0,13
mohitmishra786/CohortLift,JSON,6,0,0,13810
mohitmishra786/CohortLift,Markdown,1,17,0,30
mohitmishra786/CohortLift,TypeScript,18,70,43,304
SampathRakesh/CohortLift,CSS,4,56,3,306
SampathRakesh/CohortLift,HTML,5,3,14,100
SampathRakesh/CohortLift,INI,1,3,0,13
SampathRakesh/CohortLift,JSON,6,0,0,13810
SampathRakesh/CohortLift,Markdown,1,17,0,30
SampathRakesh/CohortLift,TypeScript,14,56,42,230
mohitmishra786/not-sure-now,Markdown,1,0,0,1
mohitmishra786/not-sure-now,Python,2,12,5,77
OmdenaAI/laguna-philippines-rice-disease,Dockerfile,1,4,0,5
OmdenaAI/laguna-philippines-rice-disease,Jupyter Notebook,2,0,2203,534
OmdenaAI/laguna-philippines-rice-disease,Markdown,7,61,0,143
OmdenaAI/laguna-philippines-rice-disease,Python,7,142,30,420
OmdenaAI/laguna-philippines-rice-disease,Text,3,0,0,20
mohitmishra786/Data-Science-Cheat-Sheet,Markdown,1,0,0,1
mohitmishra786/Full-Stack-Engineering,HTML,1,0,0,1
mohitmishra786/Full-Stack-Engineering,JavaScript,1,3,1,9
mohitmishra786/Full-Stack-Engineering,Markdown,24,286,7,553
mohitmishra786/Resources,Markdown,1,93,0,223
mohitmishra786/ML-and-DL,CSS,1,11,0,71
mohitmishra786/ML-and-DL,CSV,2,0,0,49161
mohitmishra786/ML-and-DL,DOS Batch,4,33,3,84
mohitmishra786/ML-and-DL,HTML,1,2,0,43
mohitmishra786/ML-and-DL,JSON,1,0,0,14
mohitmishra786/ML-and-DL,Jupyter Notebook,20,0,27685,1669
mohitmishra786/ML-and-DL,Markdown,15,36,0,85
mohitmishra786/ML-and-DL,PowerShell,1,49,246,104
mohitmishra786/ML-and-DL,Python,17,338,422,1208
mohitmishra786/ML-and-DL,SVG,4,0,88,514
mohitmishra786/ML-and-DL,Text,1,0,0,24
mohitmishra786/Awesome-Decision-Science,Markdown,3,41,0,489
mohitmishra786/Research-Paper-Reading,Markdown,5,51,0,103
OmdenaAI/omdena-colombia-career-recommender-system,CSV,1,0,0,144
OmdenaAI/omdena-colombia-career-recommender-system,JSON,1,0,0,1
OmdenaAI/omdena-colombia-career-recommender-system,Jupyter Notebook,32,0,524362,21009
OmdenaAI/omdena-colombia-career-recommender-system,Markdown,15,73,0,302
OmdenaAI/omdena-colombia-career-recommender-system,Python,5,96,132,270
OmdenaAI/omdena-colombia-career-recommender-system,Text,4,88,0,1208
mohitmishra786/REST-API,Bourne Shell,6,12,0,60
mohitmishra786/REST-API,DOS Batch,6,12,0,90
mohitmishra786/REST-API,INI,3,14,0,56
mohitmishra786/REST-API,JSON,142,62,0,20286
mohitmishra786/REST-API,JavaScript,752,17317,40719,115464
mohitmishra786/REST-API,Markdown,202,9791,65,26667
mohitmishra786/REST-API,PowerShell,6,6,30,132
mohitmishra786/REST-API,Text,11,40,0,178
mohitmishra786/REST-API,TypeScript,265,6293,43649,45197
mohitmishra786/REST-API,YAML,29,20,7,450
mohitmishra786/REST-API,make,3,20,4,57
mohitmishra786/bitsToNeurons,Markdown,7,418,0,1010
mohitmishra786/understandingCompiler,Markdown,11,532,0,2286
mohitmishra786/bustub-private,Bazel,1,5,0,22
mohitmishra786/bustub-private,Bourne Again Shell,1,0,0,1
mohitmishra786/bustub-private,Bourne Shell,8,71,98,377
mohitmishra786/bustub-private,C,51,3169,1542,34476
mohitmishra786/bustub-private,C++,398,18818,20688,106212
mohitmishra786/bustub-private,C/C++ Header,324,15341,32217,68813
mohitmishra786/bustub-private,CMake,74,631,685,3337
mohitmishra786/bustub-private,CSS,3,181,30,721
mohitmishra786/bustub-private,CUDA,1,6,9,13
mohitmishra786/bustub-private,DOS Batch,2,12,4,46
mohitmishra786/bustub-private,Gradle,1,11,28,93
mohitmishra786/bustub-private,HTML,14,544,15,3926
mohitmishra786/bustub-private,JSON,1,0,0,12
mohitmishra786/bustub-private,JavaScript,10,2289,2319,8443
mohitmishra786/bustub-private,Julia,1,18,52,99
mohitmishra786/bustub-private,LESS,71,1178,1533,5538
mohitmishra786/bustub-private,Markdown,59,4447,4,14281
mohitmishra786/bustub-private,Python,49,2458,5440,8351
mohitmishra786/bustub-private,Ruby,1,35,65,348
mohitmishra786/bustub-private,SCSS,2,37,3,165
mohitmishra786/bustub-private,SVG,3,14,0,370
mohitmishra786/bustub-private,Starlark,6,91,118,774
mohitmishra786/bustub-private,Text,5,269,0,1655
mohitmishra786/bustub-private,Visual Studio Solution,7,7,7,200
mohitmishra786/bustub-private,XML,17,0,0,1766
mohitmishra786/bustub-private,YAML,30,277,282,2999
mohitmishra786/bustub-private,lex,1,175,403,1074
mohitmishra786/bustub-private,make,8,100,29,274
mohitmishra786/bustub-private,reStructuredText,12,1945,348,5915
mohitmishra786/bustub-private,yacc,34,578,920,5801
mohitmishra786/meshery,Bourne Shell,8,27,28,147
mohitmishra786/meshery,CSS,21,7674,1050,38640
mohitmishra786/meshery,CSV,1,0,0,872
mohitmishra786/meshery,Dockerfile,4,19,17,151
mohitmishra786/meshery,Go,359,11146,7621,77607
mohitmishra786/meshery,GraphQL,1,142,123,436
mohitmishra786/meshery,HTML,1196,304885,83947,909856
mohitmishra786/meshery,Haml,1,47,40,86
mohitmishra786/meshery,INI,1,5,0,15
mohitmishra786/meshery,JSON,5736,3,0,367059
mohitmishra786/meshery,JavaScript,607,4951,3896,72440
mohitmishra786/meshery,Markdown,2514,10852,832,72753
mohitmishra786/meshery,Protocol Buffers,1,25,1,86
mohitmishra786/meshery,Python,1,12,0,58
mohitmishra786/meshery,Ruby,4,128,59,418
mohitmishra786/meshery,SCSS,21,352,143,2590
mohitmishra786/meshery,SVG,912,64,8,11308
mohitmishra786/meshery,Text,13,4,0,256
mohitmishra786/meshery,XML,11,7,0,254
mohitmishra786/meshery,YAML,224,1166,1177,95276
mohitmishra786/meshery,make,7,103,157,386
mohitmishra786/practice,Markdown,1,0,0,1
mohitmishra786/practice,Python,3,0,0,3
mohitmishra786/LFN-Thoth-Mentorship,Jupyter Notebook,2,0,2,0
mohitmishra786/LFN-Thoth-Mentorship,Markdown,1,0,0,1
mohitmishra786/LFN-Thoth-Mentorship,Text,1,0,0,823
mohitmishra786/blackbox,JSON,2,0,0,956
mohitmishra786/blackbox,JavaScript,4,11,5,78
mohitmishra786/blackbox,Markdown,2,4,0,16
OmdenaAI/dhaka-bangladesh-real-estate-recommendation,CSV,58,4366,0,416233
OmdenaAI/dhaka-bangladesh-real-estate-recommendation,Dockerfile,1,4,0,5
OmdenaAI/dhaka-bangladesh-real-estate-recommendation,HTML,1,2588,2,16222
OmdenaAI/dhaka-bangladesh-real-estate-recommendation,JSON,1,0,0,4047
OmdenaAI/dhaka-bangladesh-real-estate-recommendation,Jupyter Notebook,59,0,162856,37585
OmdenaAI/dhaka-bangladesh-real-estate-recommendation,Markdown,17,99,0,228
OmdenaAI/dhaka-bangladesh-real-estate-recommendation,Python,43,931,681,2629
OmdenaAI/dhaka-bangladesh-real-estate-recommendation,R,1,14,13,31
OmdenaAI/dhaka-bangladesh-real-estate-recommendation,Text,4,0,0,18
OmdenaAI/dhaka-bangladesh-real-estate-recommendation,XML,7,0,0,95
OmdenaAI/latam-chapters-news-detector,Bourne Shell,1,0,0,8
OmdenaAI/latam-chapters-news-detector,CSV,77,402434,0,897378
OmdenaAI/latam-chapters-news-detector,HTML,3,747,0,1839
OmdenaAI/latam-chapters-news-detector,INI,1,4,0,5
OmdenaAI/latam-chapters-news-detector,Jupyter Notebook,42,0,63178,59161
OmdenaAI/latam-chapters-news-detector,Markdown,11,116,58,224
OmdenaAI/latam-chapters-news-detector,Python,2,76,83,254
OmdenaAI/latam-chapters-news-detector,SVG,4,0,0,4
OmdenaAI/latam-chapters-news-detector,Text,3,1,0,17
OmdenaAI/sao-paulo-brazil-plant-diseases,CSV,5,0,0,1582
OmdenaAI/sao-paulo-brazil-plant-diseases,Dockerfile,1,5,3,9
OmdenaAI/sao-paulo-brazil-plant-diseases,Jupyter Notebook,18,0,116085,24983
OmdenaAI/sao-paulo-brazil-plant-diseases,Markdown,22,48,0,162
OmdenaAI/sao-paulo-brazil-plant-diseases,Python,15,398,219,1462
OmdenaAI/sao-paulo-brazil-plant-diseases,Text,1,1,0,16
OmdenaAI/sao-paulo-brazil-plant-diseases,YAML,1,2,0,10
OmdenaAI/lagos-chapter-water-availability,CSV,7,0,0,94283
OmdenaAI/lagos-chapter-water-availability,JSON,1,0,0,1
OmdenaAI/lagos-chapter-water-availability,Jupyter Notebook,9,0,5179,7119
OmdenaAI/lagos-chapter-water-availability,Markdown,18,82,58,122
OmdenaAI/lagos-chapter-water-availability,Python,2,49,18,177
OmdenaAI/lagos-chapter-water-availability,Text,1,0,0,1
OmdenaAI/lagos-chapter-water-availability,YAML,1,2,6,19
OmdenaAI/bhutan-chapter-forest-fire-detection,CSV,1,0,0,1329
OmdenaAI/bhutan-chapter-forest-fire-detection,Jupyter Notebook,5,0,27345,1726
OmdenaAI/bhutan-chapter-forest-fire-detection,Markdown,12,81,58,109
OmdenaAI/latam-chapters-news-validator,CSS,1,21,0,134
OmdenaAI/latam-chapters-news-validator,CSV,1,0,0,494
OmdenaAI/latam-chapters-news-validator,HTML,5,2,17,246
OmdenaAI/latam-chapters-news-validator,JSON,1,1,0,28
OmdenaAI/latam-chapters-news-validator,JavaScript,2,14,20,119
OmdenaAI/latam-chapters-news-validator,Jupyter Notebook,3,0,1240,1604
OmdenaAI/latam-chapters-news-validator,Markdown,12,23,12,275
OmdenaAI/latam-chapters-news-validator,Python,6,65,72,255
OmdenaAI/latam-chapters-news-validator,Text,3,0,0,21
mohitmishra786/mohit-medium,JSON,2,0,0,31
mohitmishra786/mohit-medium,JavaScript,4,44,0,145
mohitmishra786/mohit-medium,Markdown,1,13,0,28
OmdenaAI/liberia-fake-news-detection,CSV,6,414,0,31110
OmdenaAI/liberia-fake-news-detection,Jupyter Notebook,15,0,28862,6322
OmdenaAI/liberia-fake-news-detection,Markdown,18,113,58,198
OmdenaAI/liberia-fake-news-detection,Python,9,69,96,187
OmdenaAI/liberia-fake-news-detection,TOML,1,0,0,6
OmdenaAI/liberia-fake-news-detection,Text,4,312,0,2457
OmdenaAI/liberia-fake-news-detection,XML,5,0,0,142
ayushprd/RoadAI,Jupyter Notebook,3,0,8885,174
mohitmishra786/full-stack-practice,Bourne Shell,1,0,0,3
mohitmishra786/full-stack-practice,HTML,1,4,0,10
mohitmishra786/full-stack-practice,JSON,2,0,0,1787
mohitmishra786/full-stack-practice,JavaScript,2,23,5,68
mohitmishra786/full-stack-practice,Markdown,1,1,0,12
mohitmishra786/My-Codeforces-Solution,C++,99,1112,800,6553
mohitmishra786/My-Codeforces-Solution,Markdown,2,8,0,17
OmdenaAI/kolkata-india-anomalies-martian-continuation,Markdown,14,81,58,107
OmdenaAI/omdena-tunisia-renewable,Jupyter Notebook,3,0,1179,837
OmdenaAI/omdena-tunisia-renewable,Markdown,17,26,0,118
OmdenaAI/omdena-tunisia-renewable,Python,2,42,49,139
mohitmishra786/my-angular-related-work,CSS,2,10,2,68
mohitmishra786/my-angular-related-work,HTML,5,73,22,442
mohitmishra786/my-angular-related-work,INI,1,3,0,13
mohitmishra786/my-angular-related-work,JSON,12,0,0,23209
mohitmishra786/my-angular-related-work,Markdown,3,26,0,29
mohitmishra786/my-angular-related-work,TypeScript,12,31,0,157
mohitmishra786/angular-mosh,CSS,1,0,1,0
mohitmishra786/angular-mosh,HTML,3,0,0,16
mohitmishra786/angular-mosh,INI,1,3,0,13
mohitmishra786/angular-mosh,JSON,9,0,0,11477
mohitmishra786/angular-mosh,Markdown,1,13,0,14
mohitmishra786/angular-mosh,TypeScript,7,20,0,91
mohitmishra786/INT-248,Jupyter Notebook,1,0,1591,1531
mohitmishra786/INT-248,Markdown,2,14,0,18
mohitmishra786/INT-248,Text,1,0,0,390
mohitmishra786/INT_246_Project,Jupyter Notebook,1,0,1591,1531
mohitmishra786/INT_246_Project,Markdown,2,14,0,18
mohitmishra786/INT_246_Project,Text,1,0,0,390
mohitmishra786/covid-19-data,CSV,20,0,0,6384525
mohitmishra786/covid-19-data,Markdown,12,420,0,635
mohitmishra786/My-Projects,Markdown,1,1,0,3
mohitmishra786/Homelessness-in-Texas,CSV,62,11,0,186193
mohitmishra786/Homelessness-in-Texas,HTML,5,340,0,192346
mohitmishra786/Homelessness-in-Texas,Jupyter Notebook,54,0,243098,24643
mohitmishra786/Homelessness-in-Texas,Markdown,35,177,0,673
mohitmishra786/Homelessness-in-Texas,Python,15,147,71,848
mohitmishra786/Homelessness-in-Texas,R,1,73,9,23
mohitmishra786/Homelessness-in-Texas,Text,1,0,0,14
mohitmishra786/portfolio-mohit,CSS,6,2208,187,23367
mohitmishra786/portfolio-mohit,JSON,9,0,0,77
mohitmishra786/portfolio-mohit,JSX,16,56,2,886
mohitmishra786/portfolio-mohit,JavaScript,4,19,5,370
mohitmishra786/portfolio-mohit,Markdown,1,36,0,79
mohitmishra786/portfolio-mohit,SVG,4,0,2,3010
mohitmishra786/portfolio-mohit,Text,1,0,0,3
OmdenaAI/omdena-india-roadsafety,CSV,25,18312,0,96380
OmdenaAI/omdena-india-roadsafety,Dockerfile,1,7,0,8
OmdenaAI/omdena-india-roadsafety,JSON,2,0,0,37822
OmdenaAI/omdena-india-roadsafety,Jupyter Notebook,11,0,37390,6761
OmdenaAI/omdena-india-roadsafety,Markdown,23,168,0,370
OmdenaAI/omdena-india-roadsafety,Python,18,382,394,1018
OmdenaAI/omdena-india-roadsafety,Text,3,6,0,742
OmdenaAI/omdena-india-roadsafety,YAML,1,5,0,13
mohitmishra786/Data-Science-Assignment,CSV,3,0,0,3003
mohitmishra786/Data-Science-Assignment,Jupyter Notebook,4,0,3595,386
mohitmishra786/Data-Science-Assignment,Markdown,1,7,0,19
OmdenaAI/srilanka-chapter-mental-health-chatbot,CSS,1,22,7,326
OmdenaAI/srilanka-chapter-mental-health-chatbot,CSV,11,16904,0,70959
OmdenaAI/srilanka-chapter-mental-health-chatbot,HTML,1,6,0,34
OmdenaAI/srilanka-chapter-mental-health-chatbot,JSON,1,8,0,142
OmdenaAI/srilanka-chapter-mental-health-chatbot,JavaScript,2,58,42,508
OmdenaAI/srilanka-chapter-mental-health-chatbot,Jupyter Notebook,10,0,25723,2799
OmdenaAI/srilanka-chapter-mental-health-chatbot,Markdown,13,91,58,124
OmdenaAI/srilanka-chapter-mental-health-chatbot,Python,12,175,119,749
OmdenaAI/srilanka-chapter-mental-health-chatbot,Text,3,1,0,64
OmdenaAI/omdena-bangladesh-market-place,CSS,1,0,0,23
OmdenaAI/omdena-bangladesh-market-place,CSV,26,615275,0,959479
OmdenaAI/omdena-bangladesh-market-place,HTML,1,68,0,6987
OmdenaAI/omdena-bangladesh-market-place,Jupyter Notebook,35,0,43975,2835
OmdenaAI/omdena-bangladesh-market-place,Markdown,17,37,0,181
OmdenaAI/omdena-bangladesh-market-place,Python,12,132,174,464
OmdenaAI/omdena-bangladesh-market-place,Text,4,0,0,1629
OmdenaAI/omdena-nigeria-unemployment,CSV,2,0,0,6550
OmdenaAI/omdena-nigeria-unemployment,Markdown,12,19,0,111
OmdenaAI/omdena-nigeria-unemployment,Python,1,45,54,110
mohitmishra786/My-Blogs,Markdown,1,1,2,6
mohitmishra786/My-Blogs,YAML,1,0,0,14
OmdenaAI/omdena-pakistan-covid-analysis,CSV,2,0,0,2979
OmdenaAI/omdena-pakistan-covid-analysis,Jupyter Notebook,10,0,7391,603
OmdenaAI/omdena-pakistan-covid-analysis,Markdown,11,21,0,120
OmdenaAI/omdena-pakistan-covid-analysis,Python,6,205,72,256
OmdenaAI/omdena-pakistan-covid-analysis,Text,7,0,0,25
OmdenaAI/omdena-pakistan-covid-analysis,XML,1,1,1,2868
OmdenaAI/omdena-mexico-illegal-dumping,CSV,3,0,0,6286
OmdenaAI/omdena-mexico-illegal-dumping,HTML,5,0,0,7495
OmdenaAI/omdena-mexico-illegal-dumping,Jupyter Notebook,6,0,4358,2217
OmdenaAI/omdena-mexico-illegal-dumping,Markdown,11,33,0,125
OmdenaAI/omdena-mexico-illegal-dumping,Python,1,13,6,36
mohitmishra786/Web-Development-Bootcamp,CSS,6,50,10,306
mohitmishra786/Web-Development-Bootcamp,HTML,4,4,0,225
mohitmishra786/Web-Development-Bootcamp,Markdown,3,7,0,12
mohitmishra786/Zomato-Clone,JSON,2,0,0,1359
mohitmishra786/Zomato-Clone,JavaScript,18,75,9,268
mohitmishra786/Zomato-Clone,Markdown,4,0,0,4
mohitmishra786/Application-Form,CSS,2,11,0,68
mohitmishra786/Application-Form,HTML,1,3,20,20
mohitmishra786/Application-Form,JSON,3,0,0,16415
mohitmishra786/Application-Form,JavaScript,9,39,89,236
mohitmishra786/Application-Form,Markdown,2,33,0,39
mohitmishra786/Application-Form,Text,1,0,0,3
OmdenaAI/omdena-france-flu-dashboard,CSV,17,1,0,104846
OmdenaAI/omdena-france-flu-dashboard,HTML,4,136,0,57174
OmdenaAI/omdena-france-flu-dashboard,JSON,1,0,0,1
OmdenaAI/omdena-france-flu-dashboard,Jupyter Notebook,8,0,114804,2536
OmdenaAI/omdena-france-flu-dashboard,Markdown,19,47,0,206
OmdenaAI/omdena-france-flu-dashboard,Python,4,186,246,633
mohitmishra786/My-Codechef-Solutions,C++,14,181,92,1069
mohitmishra786/My-Codechef-Solutions,Markdown,1,0,0,1
mohitmishra786/Location-of-SpaceStation,Jupyter Notebook,1,0,1262,13
mohitmishra786/Location-of-SpaceStation,Markdown,1,2,0,3
mohitmishra786/CSES-Solution,Markdown,1,0,0,2
mohitmishra786/Of-Genomes-And-Genetics---HackerEarth-ML,CSV,3,0,0,72730
mohitmishra786/Of-Genomes-And-Genetics---HackerEarth-ML,HTML,1,68,0,43459
mohitmishra786/Of-Genomes-And-Genetics---HackerEarth-ML,JSON,1,0,0,74
mohitmishra786/Of-Genomes-And-Genetics---HackerEarth-ML,Jupyter Notebook,1,0,50936,435
mohitmishra786/Of-Genomes-And-Genetics---HackerEarth-ML,Markdown,1,21,0,26
mohitmishra786/My-Data-Science-Journey,Bourne Shell,4,27,22,96
mohitmishra786/My-Data-Science-Journey,Dockerfile,2,3,1,12
mohitmishra786/My-Data-Science-Journey,HTML,30,53,8,423
mohitmishra786/My-Data-Science-Journey,INI,1,1,0,43
mohitmishra786/My-Data-Science-Journey,JSON,2,2,0,42
mohitmishra786/My-Data-Science-Journey,JavaScript,2,39,41,226
mohitmishra786/My-Data-Science-Journey,Jupyter Notebook,1,0,776,71
mohitmishra786/My-Data-Science-Journey,Markdown,17,272,4,397
mohitmishra786/My-Data-Science-Journey,Python,4,12,13,41
mohitmishra786/My-Data-Science-Journey,Ruby,2,4,0,20
mohitmishra786/My-Data-Science-Journey,SCSS,4,72,43,403
mohitmishra786/My-Data-Science-Journey,SVG,3,0,0,3
mohitmishra786/My-Data-Science-Journey,Text,2,0,0,4
mohitmishra786/My-Data-Science-Journey,YAML,9,77,57,501
mohitmishra786/My-Data-Science-Journey,make,1,11,10,32
mohitmishra786/Model-Deployment,Jupyter Notebook,1,0,112,218
mohitmishra786/Model-Deployment,Markdown,1,0,0,1
mohitmishra786/Tea-Leaf-Quality,Dockerfile,1,6,10,9
mohitmishra786/Tea-Leaf-Quality,Markdown,3,10,0,30
mohitmishra786/Tea-Leaf-Quality,Python,30,822,736,3089
mohitmishra786/Tea-Leaf-Quality,Text,3,7,0,35
mohitmishra786/Tea-Leaf-Quality,YAML,10,61,45,333
peeush-the-developer/pa-omdena-sl-tea-leaf-quality,Dockerfile,1,6,10,9
peeush-the-developer/pa-omdena-sl-tea-leaf-quality,Markdown,1,9,0,29
peeush-the-developer/pa-omdena-sl-tea-leaf-quality,Python,30,822,736,3089
peeush-the-developer/pa-omdena-sl-tea-leaf-quality,Text,3,7,0,35
peeush-the-developer/pa-omdena-sl-tea-leaf-quality,YAML,10,61,45,333
me50/mohitmishra786,C,1,12,6,36
